고유 번호,자격구분명,계열명,종목명,상세분야,언어,급수
1712,일학습병행자격,L5,선박기관,,,
1713,일학습병행자격,L5,선박항해,,,
1714,일학습병행자격,L5,재난방재조종,,,
1715,일학습병행자격,L5,철도관제,,,
1716,일학습병행자격,L5,철도정보통신시설물유지보수,,,
1717,일학습병행자격,L5,항공보안관리,,,
1718,일학습병행자격,L4,철도기관,,,
1719,일학습병행자격,L4,철도선로시설물유지보수,,,
1720,일학습병행자격,L3,경량항공기레저관광조종,,,
1721,일학습병행자격,L3,선박기관,,,
1722,일학습병행자격,L3,선박항해,,,
1723,일학습병행자격,L3,항공보안관리,,,
1724,일학습병행자격,L5,감정평가정보,,,
1725,일학습병행자격,L5,부동산관리,,,
1726,일학습병행자격,L5,부동산자산관리,,,
1727,일학습병행자격,L5,부동산중개,,,
1728,일학습병행자격,L5,판매관리,방문판매,,
1729,일학습병행자격,L3,감정평가정보,,,
1730,일학습병행자격,L3,부동산중개,,,
1731,일학습병행자격,L3,영업,,,
1732,일학습병행자격,L3,판매관리,전자상거래,,
1733,일학습병행자격,L5,보안경비관리,,,
1734,일학습병행자격,L3,보안경비,,,
1735,일학습병행자격,L2,수선,,,
1736,일학습병행자격,L2,세탁,,,
1737,일학습병행자격,L5,네일미용,,,
1738,일학습병행자격,L5,컨벤션기획,,,
1739,일학습병행자격,L5,피부관리,,,
1740,일학습병행자격,L5,선박의장설계,,,
1741,일학습병행자격,L5,자동차설계,,,
1742,일학습병행자격,L5,프레스금형설계,,,
1743,일학습병행자격,L5,항공기부품제작,,,
1744,일학습병행자격,L5,헬리콥터정비,,,
1745,일학습병행자격,L4,기계장치제어,,,
1746,일학습병행자격,L4,기계제어설계,,,
1747,일학습병행자격,L4,기계품질경영,,,
1748,일학습병행자격,L4,동력기계설치·정비,,,
1749,일학습병행자격,L4,선박선체건조,,,
1750,일학습병행자격,L4,선박시운전정비,,,
1751,일학습병행자격,L4,선박의장,,,
1752,일학습병행자격,L4,와이어방전가공,와이어컷,,
1753,일학습병행자격,L4,자동차시험평가,,,
1754,일학습병행자격,L4,자동차차체·도장,,,
1755,일학습병행자격,L4,특수가공,레이저,,
1756,일학습병행자격,L4,특수가공,플라즈마,,
1757,일학습병행자격,L4,CNC절삭가공,밀링,,
1758,일학습병행자격,L3,냉동공조설계,,,
1759,일학습병행자격,L3,냉동공조운영관리,,,
1760,일학습병행자격,L3,사출금형설계,,,
1761,일학습병행자격,L5,텍스타일디자인,,,
1762,일학습병행자격,L3,서비스·경험디자인,,,
1763,일학습병행자격,L5,서비스·경험디자인,,,
1764,일학습병행자격,L3,실내디자인,,,
1765,일학습병행자격,L5,실내디자인,,,
1766,일학습병행자격,L3,음악제작,,,
1767,일학습병행자격,L5,게임그래픽,,,
1768,일학습병행자격,L5,영화제작,,,
1769,일학습병행자격,L5,방송제작,,,
1770,일학습병행자격,L5,광고제작,,,
1771,일학습병행자격,L3,애니메이션제작,,,
1772,일학습병행자격,L5,게임프로그래밍,,,
1773,일학습병행자격,L3,캐릭터제작,,,
1774,일학습병행자격,L3,만화제작,,,
1775,일학습병행자격,L4,스마트앱디자인설계,,,
1776,일학습병행자격,L3,종자유통,,,
1777,일학습병행자격,L3,이용,Barber,,
1778,일학습병행자격,L3,한식조리,,,
1779,일학습병행자격,L3,절삭가공,선반,,
1780,일학습병행자격,L3,석유화학제품제조,기능성고분자,,
1781,일학습병행자격,L3,정밀화학제품제조,화장품,,
1782,일학습병행자격,L3,수산식품가공,건품,,
1783,일학습병행자격,L3,광산·조사탐사,,,
1784,일학습병행자격,L3,수산양식,,,
1785,일학습병행자격,L4,의료기관행정관리,,,
1786,일학습병행자격,L4,기계장치조립,,,
1787,일학습병행자격,L4,유리재료제조,,,
1788,일학습병행자격,L4,정수장운영관리,,,
1789,일학습병행자격,L4,환경시설관리,,,
1790,일학습병행자격,L5,보험영업·계약관리,,,
1791,일학습병행자격,L5,위험물안전관리,,,
1792,일학습병행자격,L5,광고제작,,,
1793,일학습병행자격,L5,판매관리,매장판매,,
1794,일학습병행자격,L5,판매관리,전자상거래,,
1795,일학습병행자격,L5,여행상품기획,,,
1796,일학습병행자격,L5,해양환경영향평가관리,,,
1797,일학습병행자격,L5,플라스틱제품제조,컴파운딩,,
1798,일학습병행자격,L5,송배전설비시공,,,
1799,일학습병행자격,L5,전기철도시공,,,
1800,일학습병행자격,L5,무선통신설계,,,
1801,일학습병행자격,L5,산업안전관리,,,
1802,일학습병행자격,L5,해양에너지생산기술,,,
1803,일학습병행자격,L3,기계요소설계,,,
1804,일학습병행자격,L2,기계요소조립,,,
1805,일학습병행자격,L3,기계장치제어,,,
1806,일학습병행자격,L3,기계장치조립,,,
1807,일학습병행자격,L5,기계제어설계,,,
1808,일학습병행자격,L4,기계품질경영,,,
1809,일학습병행자격,L5,기계품질경영,,,
1810,일학습병행자격,L5,기후대기관리,,,
1811,일학습병행자격,L2,김치류제조가공,,,
1812,일학습병행자격,L4,디스플레이개발,,,
1813,일학습병행자격,L3,디지털디자인,,,
1814,일학습병행자격,L6,디지털디자인디렉터,,,
1815,일학습병행자격,L3,마케팅·커뮤니케이션,,,
1816,일학습병행자격,L5,마케팅전략기획,,,
1817,일학습병행자격,L2,면류제조,,,
1818,일학습병행자격,L5,문화예술경영,,,
1819,일학습병행자격,L2,밀링가공,,,
1820,일학습병행자격,L3,바이오의약품제조,,,
1821,일학습병행자격,L5,바이오의약품제조,,,
1822,일학습병행자격,L3,바이오화학제품제조,,,
1823,일학습병행자격,L5,바이오화학제품제조,,,
1824,일학습병행자격,L3,반도체장비조립,,,
1825,일학습병행자격,L3,반도체제조운영,,,
1826,일학습병행자격,L3,보안경비,,,
1827,일학습병행자격,L3,사출금형제작,,,
1828,일학습병행자격,L3,사회복지서비스,,,
1829,일학습병행자격,L5,사회복지서비스,,,
1830,일학습병행자격,L4,산업물류,,,
1831,일학습병행자격,L3,산업환경전기·계측제어설비,,,
1832,일학습병행자격,L5,산업환경전기·계측제어설비,,,
1833,일학습병행자격,L4,크루즈운영관리,,,
1834,일학습병행자격,L3,여행안내,,,
1835,일학습병행자격,L3,카지노운영관리,,,
1836,일학습병행자격,L3,호텔식음료,서비스사,,
1837,일학습병행자격,L3,바리스타,,,
1838,일학습병행자격,L5,조경,,,
1839,일학습병행자격,L5,해양플랜트설치·운용관리,,,
1840,일학습병행자격,L3,산업환경기계설비,,,
1841,일학습병행자격,L3,토목사업관리,,,
1842,일학습병행자격,L2,건설기계정비,,,
1843,일학습병행자격,L2,도로장비조종,,,
1844,일학습병행자격,L2,준설선조종,,,
1845,일학습병행자격,L2,측량·지리정보개발,,,
1846,일학습병행자격,L5,기계품질경영,,,
1847,일학습병행자격,L5,철도차량유지보수,,,
1848,일학습병행자격,L4,기계생산관리,,,
1849,일학습병행자격,L4,생산기계설치·정비,,,
1850,일학습병행자격,L4,자동차정비,,,
1851,일학습병행자격,L4,CNC절삭가공,선반,,
1852,일학습병행자격,L3,선박선체설계,,,
1853,일학습병행자격,L3,절삭가공,연삭,,
1854,일학습병행자격,L3,항공기엔진정비,,,
1855,일학습병행자격,L2,기계요소조립,,,
1856,일학습병행자격,L2,전산응용기계설계,,,
1857,일학습병행자격,L4,선재가공,,,
1858,일학습병행자격,L4,일반세라믹제조,,,
1859,일학습병행자격,L2,금속도장,,,
1860,일학습병행자격,L2,수동용접,CO2,,
1861,일학습병행자격,L5,바이오화학제품제조,,,
1862,일학습병행자격,L5,석유화학제품제조,석유,,
1863,일학습병행자격,L4,수동용접,가스텅스텐아크,,
1864,일학습병행자격,L3,전기기기제작,,,
1865,일학습병행자격,L5,금융자산관리,증권,,
1866,일학습병행자격,L3,원사생산관리,방적_혼타면,,
1867,일학습병행자격,L3,판매관리,매장판매,,
1868,일학습병행자격,L4,철도운전,,,
1869,일학습병행자격,L5,철도관제,,,
1870,일학습병행자격,L5,열차운용DIA관리,,,
1871,일학습병행자격,L4,패션디자인,,,
1872,일학습병행자격,L3,패턴메이킹,,,
1873,일학습병행자격,L3,비주얼머천다이징,,,
1874,일학습병행자격,L3,제직의류생산,,,
1875,일학습병행자격,L4,편직의류생산,,,
1876,일학습병행자격,L3,가죽·모피생산,,,
1877,과정평가형자격,기사,사출금형산업기사,,,
1878,과정평가형자격,기사,프레스금형산업기사,,,
1879,과정평가형자격,기사,기계설계산업기사,,,
1880,과정평가형자격,기사,자동화설비산업기사,,,
1881,과정평가형자격,기사,설비보전산업기사,,,
1882,과정평가형자격,기사,치공구설계산업기사,,,
1883,과정평가형자격,기사,금속재료산업기사,,,
1884,과정평가형자격,기사,정밀측정산업기사,,,
1885,과정평가형자격,기사,위험물산업기사,,,
1886,과정평가형자격,기사,실내건축산업기사,,,
1887,과정평가형자격,기사,정보처리산업기사,,,
1888,과정평가형자격,기사,시각디자인산업기사,,,
1889,과정평가형자격,기사,공조냉동기계산업기사,,,
1890,과정평가형자격,기사,귀금속가공산업기사,,,
1891,과정평가형자격,기사,컬러리스트산업기사,,,
1892,과정평가형자격,기능사,컴퓨터응용선반기능사,,,
1893,과정평가형자격,기능사,컴퓨터응용밀링기능사,,,
1894,일학습병행자격,L5,공연기계장치,,,
1895,일학습병행자격,L4,판금제관,,,
1896,일학습병행자격,L3,사출금형설계,,,
1897,일학습병행자격,L4,여행상품상담,,,
1898,일학습병행자격,L3,커플매니저,,,
1899,일학습병행자격,L5,재무기획관리,,,
1900,일학습병행자격,L5,위험물안전관리,,,
1901,과정평가형자격,기능사,축산기능사,,,
1902,일학습병행자격,L4,영유아보육,,,
1903,일학습병행자격,L3,텍스타일디자인,,,
1904,일학습병행자격,L3,선박기관,,,
1905,일학습병행자격,L3,주택관리,,,
1906,일학습병행자격,L2,헤어디자인,,,
1907,일학습병행자격,L3,유원시설운영관리,,,
1908,일학습병행자격,L5,헬스케어운동지도,,,
1909,일학습병행자격,L2,구조물해체,,,
1910,일학습병행자격,L3,지게차정비,,,
1911,일학습병행자격,L5,건설관리,,,
1912,일학습병행자격,L3,연삭가공,,,
1913,일학습병행자격,L3,항공기부품제작,,,
1914,일학습병행자격,L5,기계제어설계,,,
1915,일학습병행자격,L2,제강,,,
1916,일학습병행자격,L4,냉간압연,,,
1917,일학습병행자격,L3,바이오화학제품제조,,,
1918,일학습병행자격,L4,패션머천다이징,,,
1919,일학습병행자격,L5,패턴메이킹,,,
1920,일학습병행자격,L3,화학물질분석,,,
1921,일학습병행자격,L3,산업환경기계설비,,,
1922,일학습병행자격,L5,산업환경기계설비,,,
1923,일학습병행자격,L3,생산관리,,,
1924,일학습병행자격,L5,생산관리,,,
1925,일학습병행자격,L2,선박선체건조,,,
1926,일학습병행자격,L3,섬유염색가공,,,
1927,일학습병행자격,L2,세라믹제조,,,
1928,일학습병행자격,L4,세라믹제조,,,
1929,일학습병행자격,L2,세무·회계정보관리,,,
1930,일학습병행자격,L3,세무·회계정보관리,,,
1931,일학습병행자격,L3,소방공사관리,,,
1932,일학습병행자격,L2,수동용접,CO2용접,,
1933,일학습병행자격,L2,수산식품가공,,,
1934,일학습병행자격,L3,수산식품가공,,,
1935,일학습병행자격,L2,수중구조물시공및준설,,,
1936,일학습병행자격,L6,스마트팩토리시스템관리,,,
1937,일학습병행자격,L3,승강기설치,,,
1938,일학습병행자격,L3,승강기유지관리,,,
1939,일학습병행자격,L3,시각디자인,,,
1940,일학습병행자격,L5,시각디자인,,,
1941,일학습병행자격,L3,식음료서비스,,,
1942,일학습병행자격,L4,식품품질관리,,,
1943,일학습병행자격,L3,신변보호,,,
1944,일학습병행자격,L3,씨앗생산,,,
1945,일학습병행자격,L5,씨앗생산,,,
1946,일학습병행자격,L3,연삭가공,,,
1947,일학습병행자격,L3,영업,,,
1948,일학습병행자격,L5,영업,,,
1949,일학습병행자격,L4,압연,냉간압연,,
1950,일학습병행자격,L3,특수인쇄,그라비어,,
1951,일학습병행자격,L5,판매관리,통신판매,,
1952,일학습병행자격,L3,판매관리,방문판매,,
1953,일학습병행자격,L5,헤어디자이너,,,
1954,일학습병행자격,L5,호텔관리,,,
1955,일학습병행자격,L5,호텔식음료,지배인,,
1956,일학습병행자격,L4,여행상품상담,,,
1957,일학습병행자격,L4,유원시설운영서비스,,,
1958,일학습병행자격,L3,건강운동관리,,,
1959,일학습병행자격,L3,네일미용,,,
1960,일학습병행자격,L3,메이크업아티스트,,,
1961,일학습병행자격,L3,선수스포츠관리,,,
1962,일학습병행자격,L3,스포츠클럽운영관리,,,
1963,일학습병행자격,L3,여가생활지도,,,
1964,일학습병행자격,L3,웨딩이벤트매니저,,,
1965,일학습병행자격,L3,웨딩플래너,,,
1966,일학습병행자격,L3,장례시설관리,,,
1967,일학습병행자격,L3,장례지도,,,
1968,일학습병행자격,L3,커플매니저,,,
1969,일학습병행자격,L3,컨벤션기획,,,
1970,일학습병행자격,L3,피부관리,,,
1971,일학습병행자격,L3,항공객실서비스,,,
1972,일학습병행자격,L2,메이크업아티스트,,,
1973,일학습병행자격,L2,이용,Barber,,
1974,일학습병행자격,L2,헤어디자이너,,,
1975,일학습병행자격,L5,복어조리,,,
1976,일학습병행자격,L5,양식조리,,,
1977,일학습병행자격,L5,일식조리,,,
1978,일학습병행자격,L5,한식조리,,,
1979,일학습병행자격,L3,바텐더,,,
1980,일학습병행자격,L3,복어조리,,,
1981,일학습병행자격,L3,소믈리에,,,
1982,일학습병행자격,L3,식음료서비스,,,
1983,일학습병행자격,L3,양식조리,,,
1984,일학습병행자격,L3,중식조리,,,
1985,과정평가형자격,기능사,기계가공조립기능사,,,
1986,과정평가형자격,기능사,금형기능사,,,
1987,과정평가형자격,기능사,정밀측정기능사,,,
1988,일학습병행자격,L4,정비기지시설물유지보수,,,
1989,일학습병행자격,L4,역시설물유지보수,,,
1990,일학습병행자격,L5,철도정보통신시설물유지보수,,,
1991,일학습병행자격,L4,철도선로시설물유지보수,,,
1992,일학습병행자격,L3,선박항해,,,
1993,일학습병행자격,L5,선박항해,,,
1994,일학습병행자격,L5,선박기관,,,
1995,일학습병행자격,L3,해상교통관제,,,
1996,일학습병행자격,L5,해상교통관제,,,
1997,일학습병행자격,L3,수상레저기구운항,,,
1998,일학습병행자격,L3,검수,,,
1999,일학습병행자격,L5,검정,,,
2000,일학습병행자격,L3,경량항공기레저관광조종,,,
2001,일학습병행자격,L5,재난방재조종,,,
2002,일학습병행자격,L4,항공안전관리,,,
2003,일학습병행자격,L5,항공보안관리,,,
2004,일학습병행자격,L5,영업,,,
2005,일학습병행자격,L4,부동산경·공매,,,
2006,일학습병행자격,L5,주택관리,,,
2007,일학습병행자격,L5,부동산자산관리,,,
2008,일학습병행자격,L3,부동산중개,,,
2009,일학습병행자격,L5,부동산중개,,,
2010,일학습병행자격,L3,감정평가정보,,,
2011,일학습병행자격,L5,감정평가정보,,,
2012,일학습병행자격,L5,매장판매,,,
2013,일학습병행자격,L3,방문판매,,,
2014,일학습병행자격,L5,방문판매,,,
2015,일학습병행자격,L3,e-비지니스,,,
2016,일학습병행자격,L5,e-비지니스,,,
2017,일학습병행자격,L3,기계경비,,,
2018,일학습병행자격,L3,신변보호,,,
2019,과정평가형자격,기능사,정보처리기능사,,,
2020,일학습병행자격,L3,자동제어기기제작,,,
2021,일학습병행자격,L4,전자기기소프트웨어개발,,,
2022,일학습병행자격,L4,무선통신설계,,,
2023,일학습병행자격,L5,SW개발,,,
2024,일학습병행자격,L6,임베디드SW개발,,,
2025,일학습병행자격,L3,주류제조가공,,,
2026,일학습병행자격,L3,귀금속가공,,,
2027,일학습병행자격,L3,광산환경관리,,,
2028,일학습병행자격,L5,풍력에너지생산기술,,,
2029,일학습병행자격,L2,임산물생산관리,,,
2030,일학습병행자격,L3,염생산관리,,,
2031,과정평가형자격,기사,재료조직평가산업기사,,,
2032,과정평가형자격,기사,전산회계운용사,,,1급
2033,일학습병행자격,L3,마케팅·커뮤니케이션,,,
2034,일학습병행자격,L5,광고·홍보,,,
2035,일학습병행자격,L5,마케팅전략기획,,,
2036,일학습병행자격,L5,마케팅통계분석,,,
2037,일학습병행자격,L3,총무·인사,,,
2038,일학습병행자격,L5,총무·인사,,,
2039,일학습병행자격,L5,재무기획관리,,,
2040,일학습병행자격,L2,세무·회계정보관리,,,
2041,일학습병행자격,L3,세무·회계정보관리,,,
2042,일학습병행자격,L4,산업물류,,,
2043,일학습병행자격,L3,수출입관리,,,
2044,일학습병행자격,L3,생산관리,,,
2045,일학습병행자격,L5,생산관리,,,
2046,일학습병행자격,L3,품질경영,,,
2047,일학습병행자격,L5,품질경영,,,
2048,일학습병행자격,L3,금융업무관리,,,
2049,일학습병행자격,L5,증권금융자산관리,,,
2050,일학습병행자격,L3,신용카드운영,,,
2051,일학습병행자격,L5,자산운용,,,
2052,일학습병행자격,L3,매장판매,,,
2053,일학습병행자격,L3,e-비지니스,,,
2054,일학습병행자격,L2,자동차정비,,,
2055,일학습병행자격,L3,사출금형제작,,,
2056,일학습병행자격,L3,플라스틱사출성형품제조,,,
2057,일학습병행자격,L2,음료제조가공,,,
2058,일학습병행자격,L3,와이어방전가공,,,
2059,일학습병행자격,L2,자동제어기기제작,,,
2060,일학습병행자격,L3,자동제어기기제작,,,
2061,일학습병행자격,L2,자동차보수도장,,,
2062,일학습병행자격,L5,자동차시험평가,,,
2063,일학습병행자격,L2,자동차정비,,,
2064,일학습병행자격,L3,자동차정비,,,
2065,일학습병행자격,L3,자동차차체도장,,,
2066,일학습병행자격,L5,재무기획관리,,,
2067,일학습병행자격,L5,전기설계,,,
2068,일학습병행자격,L2,전기시공,,,
2069,일학습병행자격,L2,전산응용기계설계,,,
2070,일학습병행자격,L2,전자기기생산,,,
2071,일학습병행자격,L4,전자기기서비스,,,
2072,일학습병행자격,L3,전자기기하드웨어개발,,,
2073,일학습병행자격,L5,전직지원,,,
2074,일학습병행자격,L2,제빵,,,
2075,일학습병행자격,L5,증권금융자산관리,,,
2076,일학습병행자격,L3,지게차정비,,,
2077,일학습병행자격,L5,직업상담,,,
2078,일학습병행자격,L2,철근콘크리트·가설시공,,,
2079,일학습병행자격,L2,축산식품가공,,,
2080,일학습병행자격,L2,측량·지리정보개발,,,
2081,일학습병행자격,L5,측량·지리정보개발,,,
2082,일학습병행자격,L5,토목설계,,,
2083,일학습병행자격,L5,건축설계,,,
2084,일학습병행자격,L5,건축설비,,,
2085,일학습병행자격,L5,건축시공관리,,,
2086,일학습병행자격,L5,교통계획설계,,,
2087,일학습병행자격,L5,도시계획,,,
2088,일학습병행자격,L5,산업환경전기·계측제어설비,,,
2089,일학습병행자격,L5,측량·지리정보개발,,,
2090,일학습병행자격,L5,토목설계,,,
2091,일학습병행자격,L5,토목시공관리,,,
2092,일학습병행자격,L5,해양생태분석,,,
2093,일학습병행자격,L4,수동용접,가스메탈아크,,
2094,일학습병행자격,L3,특수인쇄,플렉소그래피,,
2095,일학습병행자격,L2,단조압출인발,단조,,
2096,일학습병행자격,L2,수동용접,가스메탈아크,,
2097,일학습병행자격,L2,자동용접,로봇용접,,
2098,일학습병행자격,L2,수동용접,가스텅스텐아크,,
2099,일학습병행자격,L4,자동용접,로봇용접,,
2100,일학습병행자격,L3,판매관리,통신판매,,
2101,일학습병행자격,L2,전기기기제작,,,
2102,일학습병행자격,L2,압연,냉간압연,,
2103,일학습병행자격,L3,자재관리,,,
2104,일학습병행자격,L3,신용카드운영,,,
2105,일학습병행자격,L5,공연음향,,,
2106,일학습병행자격,L5,문화예술경영,,,
2107,일학습병행자격,L4,만화제작,,,
2108,일학습병행자격,L3,서비스·경험디자인,,,
2109,일학습병행자격,L4,항공안전관리,,,
2110,일학습병행자격,L4,카지노기획개발,,,
2111,일학습병행자격,L3,헤어디자이너,,,
2112,일학습병행자격,L3,일식조리,,,
2113,일학습병행자격,L3,건축구조설계,,,
2114,일학습병행자격,L3,축산식품저장·유통,,,
2115,일학습병행자격,L3,출판에디터,,,
2116,일학습병행자격,L3,산업보건관리,,,
2117,일학습병행자격,L5,식품육종,,,
2118,일학습병행자격,L2,세탁,,,
2119,일학습병행자격,L2,수선,,,
2120,일학습병행자격,L2,네일미용,,,
2121,일학습병행자격,L3,네일미용,,,
2122,일학습병행자격,L5,네일미용,,,
2123,일학습병행자격,L2,피부관리,,,
2124,일학습병행자격,L3,피부관리,,,
2125,일학습병행자격,L3,헤어디자인,,,
2126,일학습병행자격,L5,뷰티디자인전문,,,
2127,일학습병행자격,L3,사출금형제작,,,
2128,일학습병행자격,L3,생산기계설치·정비,,,
2129,일학습병행자격,L3,선박시운전정비,,,
2130,일학습병행자격,L3,선박의장설계,,,
2131,과정평가형자격,기능사,전산응용기계제도기능사,,,
2132,과정평가형자격,기능사,특수용접기능사,,,
2133,과정평가형자격,기능사,용접기능사,,,
2134,과정평가형자격,기능사,공유압기능사,,,
2135,일학습병행자격,L3,패션소품생산,,,
2136,일학습병행자격,L3,한복생산,,,
2137,일학습병행자격,L4,패션제품유통,,,
2138,일학습병행자격,L5,패션제품유통,,,
2139,일학습병행자격,L2,신발제조,,,
2140,일학습병행자격,L5,송배전설비시공,,,
2141,일학습병행자격,L5,전력계통설계,,,
2142,일학습병행자격,L5,전기감리,,,
2143,일학습병행자격,L5,전기기기설계,,,
2144,일학습병행자격,L3,전기기기제작,,,
2145,일학습병행자격,L2,전기기기제작,,,
2146,일학습병행자격,L3,전기설계,,,
2147,일학습병행자격,L5,전기설계,,,
2148,일학습병행자격,L3,전기시공,,,
2149,일학습병행자격,L2,전기시공,,,
2150,일학습병행자격,L5,전기설비시공,,,
2151,일학습병행자격,L2,자동제어기기제작,,,
2152,일학습병행자격,L5,전력계통감리,,,
2153,일학습병행자격,L3,플라스틱사출성형품제조,,,
2154,일학습병행자격,L2,비철금속건식제련,,,
2155,일학습병행자격,L2,수동용접,CO2용접,,
2156,일학습병행자격,L4,수동용접,가스텅스텐아크용접,,
2157,일학습병행자격,L2,세라믹제조,,,
2158,일학습병행자격,L2,탄소제품제조,,,
2159,일학습병행자격,L3,기초석유화학제품제조,,,
2160,일학습병행자격,L3,섬유염색가공,,,
2161,일학습병행자격,L3,보험영업·계약관리,,,
2162,일학습병행자격,L5,보험영업·계약관리,,,
2163,일학습병행자격,L5,인보험계약심사,언더라이팅,,
2164,일학습병행자격,L3,손해사정,,,
2165,일학습병행자격,L5,신체손해사정,,,
2166,일학습병행자격,L5,평생교육프로그램개발운영,,,
2167,일학습병행자격,L5,기업교육,,,
2168,일학습병행자격,L5,지식재산사무,,,
2169,일학습병행자격,L3,소방공사관리,,,
2170,일학습병행자격,L5,의료기관의료기기안전관리,,,
2171,일학습병행자격,L2,요양보호,,,
2172,일학습병행자격,L4,의료기관행정관리,,,
2173,일학습병행자격,L3,의료코디네이터,,,
2174,일학습병행자격,L5,사회복지정책,,,
2175,일학습병행자격,L3,사회복지서비스,,,
2176,일학습병행자격,L5,사회복지서비스,,,
2177,일학습병행자격,L5,직업상담,,,
2178,일학습병행자격,L5,전직지원,,,
2179,일학습병행자격,L4,청소년활동,,,
2180,일학습병행자격,L5,문화예술경영,,,
2181,일학습병행자격,L5,사진촬영,,,
2182,일학습병행자격,L3,공연음향,,,
2183,일학습병행자격,L3,시각디자인,,,
2184,일학습병행자격,L5,시각디자인,,,
2185,일학습병행자격,L3,제품디자인,,,
2186,일학습병행자격,L5,제품디자인,,,
2187,일학습병행자격,L5,피부관리,,,
2188,일학습병행자격,L2,패션제품유통,,,
2189,일학습병행자격,L3,도료제조,,,
2190,일학습병행자격,L5,합섬원사생산,,,
2191,일학습병행자격,L3,섬유염색가공,,,
2192,일학습병행자격,L3,기계장치조립,,,
2193,일학습병행자격,L2,수동용접,CO2용접,,
2194,일학습병행자격,L5,공연하우스매니징,,,
2195,일학습병행자격,L5,토목시공관리,,,
2196,일학습병행자격,L3,특수인쇄,,,
2197,일학습병행자격,L4,패션머천다이징,,,
2198,일학습병행자격,L3,패션소품생산,,,
2199,일학습병행자격,L2,패션제품유통,,,
2200,일학습병행자격,L4,패션제품유통,,,
2201,일학습병행자격,L5,폐자원에너지생산기술,,,
2202,일학습병행자격,L3,품질경영,,,
2203,일학습병행자격,L3,프레스금형제작,,,
2204,일학습병행자격,L4,프리프레스,,,
2205,일학습병행자격,L3,한우사육,,,
2206,일학습병행자격,L3,항공기부품제작,,,
2207,일학습병행자격,L3,헤어디자인,,,
2208,일학습병행자격,L5,환경디자인,,,
2209,일학습병행자격,L4,환경시설관리,,,
2210,일학습병행자격,L5,환경영향평가,,,
2211,국가기술자격,기사,조선선체기사,,,
2212,국가기술자격,기사,조선의장기사,,,
2213,국가기술자격,기능장,한복기능장,,,
2214,국가기술자격,기사,공간정보융합산업기사,,,
2215,일학습병행자격,L3,말사육,,,
2216,일학습병행자격,L2,목재가공,,,
2217,일학습병행자격,L3,해양플랜트설치·운용관리,,,
2218,일학습병행자격,L2,철근콘크리트·가설시공,,,
2219,일학습병행자격,L4,기계구조해석설계,,,
2220,일학습병행자격,L3,기계요소설계,,,
2221,일학습병행자격,L3,항공기기체정비,,,
2222,일학습병행자격,L4,단조압출인발,압출인발,,
2223,일학습병행자격,L2,금속재료설계,,,
2224,일학습병행자격,L5,석유화학제품제조,기능성고분자,,
2225,일학습병행자격,L5,석유화학제품제조,합성수지,,
2226,일학습병행자격,L5,정밀화학제품제조,도료,,
2227,일학습병행자격,L5,정밀화학제품제조,화장품,,
2228,일학습병행자격,L5,플라스틱제품제조,,,
2229,일학습병행자격,L3,석유화학제품제조,고분자복합재료,,
2230,일학습병행자격,L5,해양환경보전관리,,,
2231,일학습병행자격,L3,건축설계,,,
2232,일학습병행자격,L3,건축설비설계,,,
2233,일학습병행자격,L3,굴삭기정비,,,
2234,일학습병행자격,L3,수산식품가공,분쇄,,
2235,일학습병행자격,L3,수산식품가공,염장발효,,
2236,일학습병행자격,L3,수산식품가공,조미,,
2237,일학습병행자격,L3,수산식품저장·유통,,,
2238,일학습병행자격,L3,유제품가공,아이스크림,,
2239,일학습병행자격,L3,유제품가공,음용유류,,
2240,일학습병행자격,L3,음료주류가공,음료가공,,
2241,일학습병행자격,L3,음료주류가공,주류가공,,
2242,일학습병행자격,L3,제과,,,
2243,일학습병행자격,L3,제빵,,,
2244,일학습병행자격,L3,축산식품가공,살균제품,,
2245,일학습병행자격,L3,축산식품가공,식육단순가공,,
2246,일학습병행자격,L3,축산식품가공,햄소시지,,
2247,일학습병행자격,L5,귀금속가공,귀금속세공,,
2248,일학습병행자격,L5,귀금속가공,주얼리캐드원형,,
2249,일학습병행자격,L5,전기철도시공,,,
2250,일학습병행자격,L3,전기철도신호시공,,,
2251,일학습병행자격,L2,전기철도신호시공,,,
2252,일학습병행자격,L5,철도신호시공,,,
2253,일학습병행자격,L4,전자기기기획,,,
2254,일학습병행자격,L5,전자기기기획,,,
2255,일학습병행자격,L2,전자기기생산,,,
2256,일학습병행자격,L4,전자기기생산,,,
2257,일학습병행자격,L2,전자기기서비스,,,
2258,일학습병행자격,L4,전자기기서비스,,,
2259,일학습병행자격,L3,전자기기하드웨어개발,,,
2260,일학습병행자격,L5,전자기기하드웨어개발,,,
2261,일학습병행자격,L2,전자기기소프트웨어개발,,,
2262,일학습병행자격,L5,전자기기소프트웨어개발,,,
2263,일학습병행자격,L2,전자기기기구개발,,,
2264,일학습병행자격,L5,전자기기기구개발,,,
2265,일학습병행자격,L5,반도체장비개발,,,
2266,일학습병행자격,L3,반도체장비조립,,,
2267,일학습병행자격,L3,반도체설계,,,
2268,일학습병행자격,L4,반도체설계,,,
2269,일학습병행자격,L3,승강기설치,,,
2270,일학습병행자격,L3,승강기유지관리,,,
2271,일학습병행자격,L3,절삭가공,밀링,,
2272,일학습병행자격,L3,철도차량유지보수,,,
2273,일학습병행자격,L3,프레스금형설계,,,
