고유 번호,자격구분코드,자격구분명,계열명,종목명,상세분야,언어,버전,급수,공통유무
847,W,일학습병행자격,L2,수동용접,CO2용접,,20V1,,
848,W,일학습병행자격,L2,수동용접,가스텅스텐아크용접,,20V1,,
849,W,일학습병행자격,L2,수동용접,가스메탈아크용접,,20V1,,
850,W,일학습병행자격,L4,수동용접,CO2용접,,20V1,,
851,W,일학습병행자격,L4,수동용접,가스텅스텐아크용접,,20V1,,
852,W,일학습병행자격,L4,수동용접,가스메탈아크용접,,20V1,,
853,W,일학습병행자격,L2,자동용접,로봇용접,,20V1,,
854,W,일학습병행자격,L4,자동용접,로봇용접,,20V1,,
855,W,일학습병행자격,L4,세라믹제조,,,20V1,,
856,W,일학습병행자격,L2,세라믹제조,,,20V1,,
857,W,일학습병행자격,L2,유리재료제조,,,20V1,,
858,W,일학습병행자격,L4,유리재료제조,,,20V1,,
859,W,일학습병행자격,L2,탄소제품제조,,,20V1,,
860,W,일학습병행자격,L4,탄소제품제조,,,20V1,,
861,W,일학습병행자격,L5,화학물질분석,,,20V1,,
862,W,일학습병행자격,L3,화학물질분석,,,20V1,,
863,W,일학습병행자격,L5,화학물질취급관리,,,20V1,,
864,W,일학습병행자격,L3,화학물질취급관리,,,20V1,,
865,W,일학습병행자격,L3,기초석유화학제품제조,,,20V1,,
866,W,일학습병행자격,L5,기초석유화학제품제조,,,20V1,,
867,W,일학습병행자격,L3,고분자복합재료제조,,,20V1,,
868,W,일학습병행자격,L5,고분자복합재료제조,,,20V1,,
869,W,일학습병행자격,L3,고분자제품제조,,,20V1,,
870,W,일학습병행자격,L3,의약품제조,,,20V1,,
871,W,일학습병행자격,L5,의약품제조,,,20V1,,
872,W,일학습병행자격,L3,화장품제조,,,20V1,,
873,W,일학습병행자격,L5,화장품제조,,,20V1,,
874,W,일학습병행자격,L3,검수,,,ver1.0,,
875,W,일학습병행자격,L3,해상교통관제,,,ver1.0,,
876,W,일학습병행자격,L4,부동산경·공매,,,ver1.0,,
877,W,일학습병행자격,L5,건설사업관리,,,ver1.0,,
878,W,일학습병행자격,L5,산업환경기계설비,,,ver1.0,,
879,W,일학습병행자격,L5,해양자원탐사·개발관리,,,ver1.0,,
880,W,일학습병행자격,L3,건축사업관리,,,ver1.0,,
881,W,일학습병행자격,L5,재무기획관리,,,ver1.0,,
882,W,일학습병행자격,L4,산업물류,,,ver1.0,,
883,W,일학습병행자격,L3,품질보증,,,ver1.0,,
884,W,일학습병행자격,L3,손해사정,,,ver1.0,,
885,W,일학습병행자격,L5,평생교육프로그램개발운영,,,ver1.0,,
886,W,일학습병행자격,L5,소방공사관리,,,ver1.0,,
887,W,일학습병행자격,L5,의료기관의료기기안전,,,ver1.0,,
888,W,일학습병행자격,L4,보육현장,,,ver1.0,,
889,W,일학습병행자격,L5,구매조달관리,,,ver1.0,,
890,W,일학습병행자격,L5,자재관리,,,ver1.0,,
891,W,일학습병행자격,L5,품질기획,,,ver1.0,,
892,W,일학습병행자격,L5,품질보증,,,ver1.0,,
893,W,일학습병행자격,L5,SCM관리,,,ver1.0,,
894,W,일학습병행자격,L4,경영통계분석,,,ver1.0,,
895,W,일학습병행자격,L4,광고홍보,,,ver1.0,,
896,W,일학습병행자격,L4,마케팅전략기획,,,ver1.0,,
897,W,일학습병행자격,L4,품질운영,,,ver1.0,,
898,W,일학습병행자격,L3,공정관리,,,ver1.0,,
899,W,일학습병행자격,L3,구매조달관리,,,ver1.0,,
900,W,일학습병행자격,L3,구매조달관리,,,ver1.0,,
901,W,일학습병행자격,L3,세무·회계정보관리,,,ver1.0,,
902,W,일학습병행자격,L3,수출입관리,,,ver1.0,,
903,W,일학습병행자격,L3,총무·인사,,,ver1.0,,
904,W,일학습병행자격,L3,품질운영,,,ver1.0,,
905,W,일학습병행자격,L3,SCM관리,,,ver1.0,,
906,W,일학습병행자격,L2,세무·회계정보관리,,,ver1.0,,
907,W,일학습병행자격,L5,계약심사,언더라이팅,,ver1.0,,
908,W,일학습병행자격,L3,금융업무관리,,,ver1.0,,
909,W,일학습병행자격,L5,손해사정,,,ver1.0,,
910,W,일학습병행자격,L5,신용분석,,,ver1.0,,
911,W,일학습병행자격,L5,인보험계약심사,언더라이팅,,ver2.0,,
912,W,일학습병행자격,L5,재물보험계약심사,언더라이팅,,ver2.0,,
913,W,일학습병행자격,L3,사출금형제작,,,ver2.0,,
914,W,일학습병행자격,L3,프레스금형설계,,,ver2.0,,
915,W,일학습병행자격,L5,프레스금형설계,,,ver2.0,,
916,W,일학습병행자격,L3,프레스금형제작,,,ver2.0,,
917,W,일학습병행자격,L3,금속재료평가,,,ver2.0,,
918,W,일학습병행자격,L4,금속재료평가,,,ver2.0,,
919,W,일학습병행자격,L5,금속재료설계,,,ver2.0,,
920,W,일학습병행자격,L2,제선,,,ver2.0,,
921,W,일학습병행자격,L4,제선,,,ver2.0,,
922,W,일학습병행자격,L4,제강,,,ver2.0,,
923,W,일학습병행자격,L4,열간압연,,,ver2.0,,
924,W,일학습병행자격,L2,냉간압연,,,ver2.0,,
925,W,일학습병행자격,L2,비철금속건식제련,,,ver2.0,,
926,W,일학습병행자격,L4,비철금속건식제련,,,ver2.0,,
927,W,일학습병행자격,L4,비철금속습식제련,,,ver2.0,,
928,W,일학습병행자격,L2,주조,,,ver2.0,,
929,W,일학습병행자격,L4,주조,,,ver2.0,,
930,W,일학습병행자격,L3,단조압출인발,단조,,ver2.0,,
931,W,일학습병행자격,L3,단조압출인발,압출인발,,ver2.0,,
932,W,일학습병행자격,L4,열처리,,,ver2.0,,
933,W,일학습병행자격,L2,선재가공,,,ver2.0,,
934,W,일학습병행자격,L4,선재가공,,,ver2.0,,
935,W,일학습병행자격,L3,판금제관,,,ver2.0,,
936,W,일학습병행자격,L2,강관제조,,,ver2.0,,
937,W,일학습병행자격,L4,강관제조,,,ver2.0,,
938,W,일학습병행자격,L2,도금,,,ver2.0,,
939,W,일학습병행자격,L4,도금,,,ver2.0,,
940,W,일학습병행자격,L2,금속도장,,,ver2.0,,
941,W,일학습병행자격,L3,광산환경관리,,,ver1.0,,
942,W,일학습병행자격,L3,바이오에너지생산기술,,,ver1.0,,
943,W,일학습병행자격,L3,비파괴검사관리,,,ver1.0,,
944,W,일학습병행자격,L3,산업안전관리,,,ver1.0,,
945,W,일학습병행자격,L3,산업환경보건관리,,,ver1.0,,
946,W,일학습병행자격,L3,실내공기질관리,,,ver1.0,,
947,W,일학습병행자격,L3,바이오제품제조,,,ver1.0,,
948,W,일학습병행자격,L3,석유화학제품제조,비료,,ver1.0,,
949,W,일학습병행자격,L3,석유화학제품제조,석유,,ver1.0,,
950,W,일학습병행자격,L3,석유화학제품제조,석유화학,,ver1.0,,
951,W,일학습병행자격,L3,석유화학제품제조,합성수지,,ver1.0,,
952,W,일학습병행자격,L3,석유화학제품제조,합성원료,,ver1.0,,
953,W,일학습병행자격,L3,정밀화학제품제조,계면활성제,,ver1.0,,
954,W,일학습병행자격,L3,나전칠기,,,ver2.0,,
955,W,일학습병행자격,L3,칠공예,,,ver2.0,,
956,W,일학습병행자격,L3,목공예,,,ver2.0,,
957,W,일학습병행자격,L2,석공예,,,ver2.0,,
958,W,일학습병행자격,L3,금속공예,,,ver2.0,,
959,W,일학습병행자격,L3,도자공예,,,ver2.0,,
960,W,일학습병행자격,L3,섬유공예,,,ver2.0,,
961,W,일학습병행자격,L2,단위화훼장식,,,ver2.0,,
962,W,일학습병행자격,L4,단위화훼장식,,,ver2.0,,
963,W,일학습병행자격,L3,가구제작,,,ver2.0,,
964,W,일학습병행자격,L2,주얼리머천다이징,,,ver2.0,,
965,W,일학습병행자격,L4,주얼리머천다이징,,,ver2.0,,
966,W,일학습병행자격,L3,보석감정,,,ver2.0,,
967,W,일학습병행자격,L3,보석디자인,,,ver2.0,,
968,W,일학습병행자격,L2,귀금속가공,,,ver2.0,,
969,W,일학습병행자격,L5,기후대기관리,,,ver2.0,,
970,W,일학습병행자격,L5,자원순환관리,,,ver2.0,,
971,W,일학습병행자격,L5,토양지하수관리,,,ver2.0,,
972,W,일학습병행자격,L5,수질관리,,,ver2.0,,
973,W,일학습병행자격,L4,정수장운영관리,,,ver2.0,,
974,W,일학습병행자격,L3,실내공기질관리,,,ver2.0,,
975,W,일학습병행자격,L5,위해성관리,,,ver2.0,,
976,W,일학습병행자격,L3,생태복원관리,,,ver2.0,,
977,W,일학습병행자격,L5,생태복원관리,,,ver2.0,,
978,W,일학습병행자격,L4,환경시설관리,,,ver2.0,,
979,W,일학습병행자격,L5,환경영향평가,,,ver2.0,,
980,W,일학습병행자격,L3,광산조사·탐사,,,ver2.0,,
981,W,일학습병행자격,L5,광산조사·탐사,,,ver2.0,,
982,W,일학습병행자격,L3,광물·석유자원개발,,,ver2.0,,
983,W,일학습병행자격,L3,기능성정밀화학제품제조,,,20V1,,
984,W,일학습병행자격,L5,기능성정밀화학제품제조,,,20V1,,
985,W,일학습병행자격,L3,도료제조,,,20V1,,
986,W,일학습병행자격,L3,바이오의약품제조,,,20V1,,
987,W,일학습병행자격,L5,바이오의약품제조,,,20V1,,
988,W,일학습병행자격,L3,바이오화학제품제조,,,20V1,,
989,W,일학습병행자격,L5,바이오화학제품제조,,,20V1,,
990,W,일학습병행자격,L3,플라스틱사출성형품제조,,,20V1,,
991,W,일학습병행자격,L3,플라스틱압출제품제조,,,20V1,,
992,W,일학습병행자격,L5,플라스틱압출제품제조,,,20V1,,
993,W,일학습병행자격,L3,합섬원사생산,,,20V1,,
994,W,일학습병행자격,L3,방적원사생산,,,20V1,,
995,W,일학습병행자격,L3,제직생산,,,20V1,,
996,W,일학습병행자격,L3,편직생산,,,20V1,,
997,W,일학습병행자격,L3,섬유염색가공,,,20V1,,
998,W,일학습병행자격,L5,섬유염색가공,,,20V1,,
999,W,일학습병행자격,L5,섬유품질경영관리,,,20V1,,
1000,W,일학습병행자격,L4,패션머천다이징,,,20V1,,
1001,W,일학습병행자격,L4,패션디자인,,,20V1,,
1002,W,일학습병행자격,L3,패턴메이킹,,,20V1,,
1003,W,일학습병행자격,L3,제직의류생산,,,20V1,,
1004,W,일학습병행자격,L3,가죽·모피생산,,,20V1,,
1005,W,일학습병행자격,L3,패션소품생산,,,20V1,,
1006,W,일학습병행자격,L2,패션제품유통,,,20V1,,
1007,W,일학습병행자격,L4,패션제품유통,,,20V1,,
1008,W,일학습병행자격,L5,전력계통설계,,,20V1,,
1009,W,일학습병행자격,L5,전기기기설계,,,20V1,,
1010,W,일학습병행자격,L3,전기기기제작,,,20V1,,
1011,W,일학습병행자격,L2,전기기기제작,,,20V1,,
1012,W,일학습병행자격,L3,전기설계,,,20V1,,
1013,W,일학습병행자격,L5,전기설계,,,20V1,,
1014,W,일학습병행자격,L3,전기시공,,,20V1,,
1015,W,일학습병행자격,L2,전기시공,,,20V1,,
1016,W,일학습병행자격,L5,전기설비시공,,,20V1,,
1017,W,일학습병행자격,L2,자동제어기기제작,,,20V1,,
1018,W,일학습병행자격,L3,자동제어기기제작,,,20V1,,
1019,W,일학습병행자격,L5,채권관리,,,ver1.0,,
1020,W,일학습병행자격,L5,투자금융,IB,,ver1.0,,
1021,W,일학습병행자격,L5,금융자산관리,은행,,ver1.0,,
1022,W,일학습병행자격,L3,보험영업·계약관리,,,ver1.0,,
1023,W,일학습병행자격,L5,경력개발지도,,,ver1.0,,
1024,W,일학습병행자격,L5,기업교육,,,ver1.0,,
1025,W,일학습병행자격,L5,이러닝시스템개발,,,ver1.0,,
1026,W,일학습병행자격,L5,이러닝콘텐츠개발,,,ver1.0,,
1027,W,일학습병행자격,L4,이러닝과정운영,,,ver1.0,,
1028,W,일학습병행자격,L3,이러닝관리,,,ver1.0,,
1029,W,일학습병행자격,L3,직업교육,,,ver1.0,,
1030,W,일학습병행자격,L5,기업재난관리,,,ver1.0,,
1031,W,일학습병행자격,L5,방재,,,ver1.0,,
1032,W,일학습병행자격,L5,지식재산사무,,,ver1.0,,
1033,W,일학습병행자격,L4,소방설계·감리,,,ver1.0,,
1034,W,일학습병행자격,L4,지식재산사무,,,ver1.0,,
1035,W,일학습병행자격,L3,위험물안전관리,,,ver1.0,,
1036,W,일학습병행자격,L3,요양보호,,,ver1.0,,
1037,W,일학습병행자격,L3,의료코디네이터,,,ver1.0,,
1038,W,일학습병행자격,L5,사회복지정책,,,ver1.0,,
1039,W,일학습병행자격,L5,전직지원,,,ver1.0,,
1040,W,일학습병행자격,L2,어촌체험관리,,,ver2.0,,
1041,W,일학습병행자격,L4,어촌체험관리,,,ver2.0,,
1042,W,일학습병행자격,L3,어장환경정화관리,,,ver2.0,,
1043,W,일학습병행자격,L3,특수인쇄,스크린,,ver1.0,,
1044,W,일학습병행자격,L5,공정관리,,,ver1.0,,
1045,C,과정평가형자격,기사,용접산업기사,,,,,
1046,W,일학습병행자격,L4,냉동공조시공관리,,,ver1.0,,
1047,W,일학습병행자격,L4,와이어방전가공,방전,,ver1.0,,
1048,W,일학습병행자격,L4,특수가공,워터젯,,ver1.0,,
1049,W,일학습병행자격,L3,동력기계설치·정비,,,ver1.0,,
1050,W,일학습병행자격,L2,비철금속제련,,,ver1.0,,
1051,W,일학습병행자격,L2,일반세라믹제조,,,ver1.0,,
1052,W,일학습병행자격,L6,반응공정개발운전,,,ver1.0,,
1053,W,일학습병행자격,L5,석유화학제품제조,산알칼리,,ver1.0,,
1054,W,일학습병행자격,L3,연료전지에너지생산기술,,,ver1.0,,
1055,W,일학습병행자격,L5,위해성관리,,,ver1.0,,
1056,W,일학습병행자격,L3,태양광에너지생산기술,,,ver1.0,,
1057,W,일학습병행자격,L3,폐자원에너지생산,,,ver1.0,,
1058,W,일학습병행자격,L5,농업환경개선,,,ver1.0,,
1059,W,일학습병행자격,L5,농촌체험,,,ver1.0,,
1060,W,일학습병행자격,L5,사료생산,,,ver1.0,,
1061,W,일학습병행자격,L5,산림보호,,,ver1.0,,
1062,W,일학습병행자격,L5,산림조성,,,ver1.0,,
1063,W,일학습병행자격,L5,신체손해사정,,,ver2.0,,
1064,W,일학습병행자격,L5,차량손해사정,,,ver2.0,,
1065,W,일학습병행자격,L5,재물손해사정,,,ver2.0,,
1066,W,일학습병행자격,L3,화훼재배,,,ver1.0,,
1067,W,일학습병행자격,L5,평생교육프로그램개발운영,,,ver2.0,,
1068,W,일학습병행자격,L5,기업교육,,,ver2.0,,
1069,W,일학습병행자격,L5,경력지도,,,ver2.0,,
1070,W,일학습병행자격,L3,이러닝관리,,,ver2.0,,
1071,W,일학습병행자격,L4,이러닝과정운영,,,ver2.0,,
1072,W,일학습병행자격,L4,이러닝콘텐츠개발,,,ver2.0,,
1073,W,일학습병행자격,L5,학습시스템개발전문가,,,ver2.0,,
1074,W,일학습병행자격,L2,지식재산사무,,,ver2.0,,
1075,W,일학습병행자격,L5,지식재산사무,,,ver2.0,,
1076,W,일학습병행자격,L4,소방설계·감리,,,ver2.0,,
1077,W,일학습병행자격,L3,소방공사관리,,,ver2.0,,
1078,W,일학습병행자격,L3,위험물안전관리,,,ver2.0,,
1079,W,일학습병행자격,L5,방재,,,ver2.0,,
1080,W,일학습병행자격,L5,기업재난관리,,,ver2.0,,
1081,W,일학습병행자격,L2,요양보호,,,ver2.0,,
1082,W,일학습병행자격,L4,의료기관행정관리,,,ver2.0,,
1083,W,일학습병행자격,L3,의료코디네이터,,,ver2.0,,
1084,W,일학습병행자격,L5,사회복지정책,,,ver2.0,,
1085,W,일학습병행자격,L3,사회복지서비스,,,ver2.0,,
1086,W,일학습병행자격,L5,사회복지서비스,,,ver2.0,,
1087,W,일학습병행자격,L5,직업상담,,,ver2.0,,
1088,W,일학습병행자격,L4,취업알선,,,ver2.0,,
1089,W,일학습병행자격,L5,전직지원,,,ver2.0,,
1090,W,일학습병행자격,L5,광물·석유자원개발,,,ver2.0,,
1091,W,일학습병행자격,L5,광산환경관리,,,ver2.0,,
1092,W,일학습병행자격,L3,광산보안·화약류관리,,,ver2.0,,
1093,C,과정평가형자격,기능사,조주기능사,,,,,
1094,C,과정평가형자격,기능사,미용사,일반,,,,
1095,C,과정평가형자격,기사,컨벤션기획사,,,,2급,
1096,C,과정평가형자격,기사,텔레마케팅관리사,,,,,
1097,W,일학습병행자격,L5,광산보안·화약류관리,,,ver2.0,,
1098,W,일학습병행자격,L3,태양광에너지생산기술,,,ver2.0,,
1099,W,일학습병행자격,L5,태양광에너지생산기술,,,ver2.0,,
1100,W,일학습병행자격,L5,태양열에너지생산기술,,,ver2.0,,
1101,W,일학습병행자격,L5,연료전지에너지생산기술,,,ver2.0,,
1102,W,일학습병행자격,L5,바이오에너지생산기술,,,ver2.0,,
1103,W,일학습병행자격,L3,정밀화학제품제조,색소,,ver1.0,,
1104,W,일학습병행자격,L3,정밀화학제품제조,의약품,,ver1.0,,
1105,W,일학습병행자격,L3,정밀화학제품제조,접착제,,ver1.0,,
1106,W,일학습병행자격,L3,플라스틱제품제조,압출,,ver1.0,,
1107,W,일학습병행자격,L3,플라스틱제품제조,중공진공,,ver1.0,,
1108,W,일학습병행자격,L3,플라스틱제품제조,코팅,,ver1.0,,
1109,W,일학습병행자격,L3,화학물질분석,,,ver1.0,,
1110,W,일학습병행자격,L3,화학물질취급관리,,,ver1.0,,
1111,W,일학습병행자격,L5,섬유생산공정관리,,,ver1.0,,
1112,W,일학습병행자격,L5,섬유염색가공관리,,,ver1.0,,
1113,W,일학습병행자격,L5,원사생산관리,방적,,ver1.0,,
1114,W,일학습병행자격,L5,패션제품유통,,,ver1.0,,
1115,W,일학습병행자격,L5,패턴메이킹,,,ver1.0,,
1116,W,일학습병행자격,L4,원단생산관리,제직,,ver1.0,,
1117,W,일학습병행자격,L4,패션제품유통,,,ver1.0,,
1118,W,일학습병행자격,L4,편직의류생산,,,ver1.0,,
1119,W,일학습병행자격,L3,가죽·모피생산,,,ver1.0,,
1120,W,일학습병행자격,L3,비주얼머천다이징,,,ver1.0,,
1121,W,일학습병행자격,L3,섬유생산공정관리,,,ver1.0,,
1122,W,일학습병행자격,L3,원단생산관리,편직,,ver1.0,,
1123,C,과정평가형자격,기사,소방설비산업기사,전기분야,,,,
1124,C,과정평가형자격,기사,실내건축기사,,,,,
1125,W,일학습병행자격,L2,건축도장시공,,,ver3.0,,
1126,W,일학습병행자격,L2,궤도시공,,,ver3.0,,
1127,W,일학습병행자격,L5,자동제어기기설계,,,20V1,,
1128,W,일학습병행자격,L5,전기철도시공,,,20V1,,
1129,W,일학습병행자격,L3,전기철도신호시공,,,20V1,,
1130,W,일학습병행자격,L2,전기철도신호시공,,,20V1,,
1131,W,일학습병행자격,L5,철도신호시공,,,20V1,,
1132,W,일학습병행자격,L4,전자기기기획,,,20V1,,
1133,W,일학습병행자격,L2,전자기기생산,,,20V1,,
1134,W,일학습병행자격,L4,전자기기생산,,,20V1,,
1135,W,일학습병행자격,L2,전자기기서비스,,,20V1,,
1136,W,일학습병행자격,L4,전자기기서비스,,,20V1,,
1137,W,일학습병행자격,L3,전자기기하드웨어개발,,,20V1,,
1138,W,일학습병행자격,L5,전자기기하드웨어개발,,,20V1,,
1139,W,일학습병행자격,L2,전자기기소프트웨어개발,,,20V1,,
1140,W,일학습병행자격,L4,전자기기소프트웨어개발,,,20V1,,
1141,W,일학습병행자격,L5,전자기기소프트웨어개발,,,20V1,,
1142,W,일학습병행자격,L2,전자기기기구개발,,,20V1,,
1143,W,일학습병행자격,L5,전자기기기구개발,,,20V1,,
1144,W,일학습병행자격,L5,반도체장비개발,,,20V1,,
1145,W,일학습병행자격,L3,반도체장비조립,,,20V1,,
1146,W,일학습병행자격,L3,반도체제조운영,,,20V1,,
1147,W,일학습병행자격,L3,반도체설계,,,20V1,,
1148,W,일학습병행자격,L4,반도체설계,,,20V1,,
1149,W,일학습병행자격,L4,디스플레이개발,,,20V1,,
1150,W,일학습병행자격,L3,디스플레이생산,,,20V1,,
1151,W,일학습병행자격,L4,디스플레이생산,,,20V1,,
1152,W,일학습병행자격,L5,로봇기구개발,,,20V1,,
1153,W,일학습병행자격,L5,로봇소프트웨어개발,,,20V1,,
1154,W,일학습병행자격,L5,로봇제어기하드웨어개발,,,20V1,,
1155,W,일학습병행자격,L3,SW개발,,,20V1,,
1156,W,일학습병행자격,L5,SW개발,,,20V1,,
1157,W,일학습병행자격,L4,패션머천다이징,,,ver1.0,,
1158,W,일학습병행자격,L3,섬유염색가공관리,,,ver1.0,,
1159,W,일학습병행자격,L3,패션소품생산,,,ver1.0,,
1160,W,일학습병행자격,L4,SW테스터,,,ver1.0,,
1161,W,일학습병행자격,L3,유선통신운용,,,ver1.0,,
1162,W,일학습병행자격,L4,식품품질관리,,,ver1.0,,
1163,W,일학습병행자격,L3,농산식품저장·유통,,,ver1.0,,
1164,W,일학습병행자격,L5,기후대기관리,,,ver1.0,,
1165,W,일학습병행자격,L5,소음진동관리,,,ver1.0,,
1166,W,일학습병행자격,L5,토양지하수관리,,,ver1.0,,
1167,W,일학습병행자격,L3,전특작재배,,,ver1.0,,
1168,W,일학습병행자격,L5,공연무대디자이너,,,ver1.0,,
1169,W,일학습병행자격,L5,디지털디자인,,,ver1.0,,
1170,W,일학습병행자격,L5,서비스·경험디자인,,,ver1.0,,
1171,W,일학습병행자격,L5,실용음악예술,프로덕션,,ver1.0,,
1172,W,일학습병행자격,L4,문화재보수기능기술,단청,,ver1.0,,
1173,W,일학습병행자격,L4,스마트앱디자인설계,,,ver1.0,,
1174,W,일학습병행자격,L3,공연영상,,,ver1.0,,
1175,W,일학습병행자격,L3,제품디자인,,,ver1.0,,
1176,W,일학습병행자격,L5,열차운용DIA관리,,,ver1.0,,
1177,W,일학습병행자격,L4,정비기지시설물유지보수,,,ver1.0,,
1178,W,일학습병행자격,L3,수상레저기구운항,,,ver1.0,,
1179,W,일학습병행자격,L3,부동산관리,,,ver1.0,,
1180,W,일학습병행자격,L3,신변보호,,,ver1.0,,
1181,W,일학습병행자격,L5,호텔객실,지배인,,ver1.0,,
1182,W,일학습병행자격,L2,건설기계정비,,,ver2.0,,
1183,W,일학습병행자격,L2,수상작업용건설기계조종,,,ver2.0,,
1184,W,일학습병행자격,L2,천공기조종,,,ver2.0,,
1185,W,일학습병행자격,L2,콘크리트공기계조종,,,ver2.0,,
1186,W,일학습병행자격,L2,지게차조종,,,ver2.0,,
1187,W,일학습병행자격,L2,건설용크레인조종,,,ver2.0,,
1188,W,일학습병행자격,L2,항만용크레인조종,,,ver2.0,,
1189,W,일학습병행자격,L3,이동식크레인정비,,,ver2.0,,
1190,W,일학습병행자격,L2,산업용크레인조종,,,ver2.0,,
1191,W,일학습병행자격,L3,굴삭기정비,,,ver2.0,,
1192,W,일학습병행자격,L4,청소년활동,,,ver2.0,,
1193,W,일학습병행자격,L4,청소년상담복지,,,ver2.0,,
1194,W,일학습병행자격,L5,문화예술경영,,,ver2.0,,
1195,W,일학습병행자격,L5,문헌정보관리,,,ver2.0,,
1196,W,일학습병행자격,L4,실용음악크리에이팅,,,ver2.0,,
1197,W,일학습병행자격,L4,실용음악보컬디렉팅,,,ver2.0,,
1198,W,일학습병행자격,L5,사진촬영,,,ver2.0,,
1199,W,일학습병행자격,L5,공연연출,,,ver2.0,,
1200,W,일학습병행자격,L5,공연조명,,,ver2.0,,
1201,W,일학습병행자격,L3,공연음향,,,ver2.0,,
1202,W,일학습병행자격,L5,공연무대디자인,,,ver2.0,,
1203,W,일학습병행자격,L5,공연무대감독,,,ver2.0,,
1204,W,일학습병행자격,L5,공연기술감독,,,ver2.0,,
1205,W,일학습병행자격,L5,공연무대제작,,,ver2.0,,
1206,W,일학습병행자격,L5,공연무대의상,,,ver2.0,,
1207,W,일학습병행자격,L3,무대영상,,,ver2.0,,
1208,W,일학습병행자격,L5,산림토목,,,ver1.0,,
1209,W,일학습병행자격,L5,수산양식,,,ver1.0,,
1210,W,일학습병행자격,L5,씨앗생산,,,ver1.0,,
1211,W,일학습병행자격,L5,어로관리,,,ver1.0,,
1212,W,일학습병행자격,L5,영양체생산,,,ver1.0,,
1213,W,일학습병행자격,L5,종자유통,,,ver1.0,,
1214,W,일학습병행자격,L5,종축,,,ver1.0,,
1215,W,일학습병행자격,L4,동물약품제조,,,ver1.0,,
1216,W,일학습병행자격,L4,목재가공,,,ver1.0,,
1217,W,일학습병행자격,L4,임산물생산관리,,,ver1.0,,
1218,W,일학습병행자격,L4,임업종묘,,,ver1.0,,
1219,W,일학습병행자격,L4,펄프·종이제조,,,ver1.0,,
1220,W,일학습병행자격,L3,가금사육,,,ver1.0,,
1221,W,일학습병행자격,L3,과수재배,,,ver1.0,,
1222,W,일학습병행자격,L3,농업환경개선,,,ver1.0,,
1223,W,일학습병행자격,L3,버섯재배,,,ver1.0,,
1224,W,일학습병행자격,L3,사료생산,,,ver1.0,,
1225,W,일학습병행자격,L3,산림조성,,,ver1.0,,
1226,W,일학습병행자격,L3,수도작재배,,,ver1.0,,
1227,W,일학습병행자격,L3,식품육종,,,ver1.0,,
1228,W,일학습병행자격,L3,어장환경정화관리,,,ver1.0,,
1229,W,일학습병행자격,L3,원사생산관리,방사,,ver1.0,,
1230,W,일학습병행자격,L3,원사생산관리,방적,,ver1.0,,
1231,W,일학습병행자격,L3,제직의류생산,,,ver1.0,,
1232,W,일학습병행자격,L3,패턴메이킹,,,ver1.0,,
1233,W,일학습병행자격,L3,한복생산,,,ver1.0,,
1234,W,일학습병행자격,L2,패션제품유통,,,ver1.0,,
1235,W,일학습병행자격,L5,로봇기구개발,,,ver1.0,,
1236,W,일학습병행자격,L5,로봇소프트웨어개발,,,ver1.0,,
1237,W,일학습병행자격,L2,강구조시공,,,ver2.0,,
1238,W,일학습병행자격,L2,건축설비시공,,,ver2.0,,
1239,W,일학습병행자격,L3,건축설비,,,ver2.0,,
1240,W,일학습병행자격,L3,산업환경기계설비,,,ver2.0,,
1241,W,일학습병행자격,L5,산업환경기계설비,,,ver2.0,,
1242,W,일학습병행자격,L3,산업환경전기·계측제어설비,,,ver2.0,,
1243,W,일학습병행자격,L5,산업환경전기·계측제어설비,,,ver2.0,,
1244,W,일학습병행자격,L5,조경,,,ver2.0,,
1245,W,일학습병행자격,L5,교통계획설계,,,ver2.0,,
1246,W,일학습병행자격,L5,도시계획,,,ver2.0,,
1247,W,일학습병행자격,L2,도로장비조종,,,ver2.0,,
1248,W,일학습병행자격,L5,해양에너지생산기술,,,ver2.0,,
1249,W,일학습병행자격,L5,폐자원에너지생산기술,,,ver2.0,,
1250,W,일학습병행자격,L3,산업안전관리,,,ver2.0,,
1251,W,일학습병행자격,L5,산업안전관리,,,ver2.0,,
1252,W,일학습병행자격,L3,건설안전관리,,,ver2.0,,
1253,W,일학습병행자격,L5,건설안전관리,,,ver2.0,,
1254,W,일학습병행자격,L3,산업보건관리,,,ver2.0,,
1255,W,일학습병행자격,L5,산업보건관리,,,ver2.0,,
1256,W,일학습병행자격,L3,비파괴검사관리,,,ver2.0,,
1257,W,일학습병행자격,L5,비파괴검사관리,,,ver2.0,,
1258,W,일학습병행자격,L3,수도작재배,,,ver2.0,,
1259,W,일학습병행자격,L3,버섯재배,,,ver2.0,,
1260,W,일학습병행자격,L5,농촌체험,,,ver2.0,,
1261,W,일학습병행자격,L2,농촌체험,,,ver2.0,,
1262,W,일학습병행자격,L3,전특작재배,,,ver2.0,,
1263,W,일학습병행자격,L5,종자유통,,,ver2.0,,
1264,W,일학습병행자격,L3,씨앗생산,,,ver2.0,,
1265,W,일학습병행자격,L5,임베디드SW개발,,,20V1,,
1266,W,일학습병행자격,L5,IT시스템운영,,,20V1,,
1267,W,일학습병행자격,L5,SW테스트,,,20V1,,
1268,W,일학습병행자격,L5,정보통신설계,,,20V1,,
1269,W,일학습병행자격,L3,정보통신설비시공,,,20V1,,
